charge_point_id,payload
rBe6iZGRlRQIB8Y5ODFe,"{""connectorId"":1,""transactionId"":76207,""meterValue"":[{""timestamp"":""2023-09-17T20:30:02Z"",""sampledValue"":[{""value"":""199440.062500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
KSvJmLND5o6XPODao1VY,"{""connectorId"":1,""transactionId"":76234,""meterValue"":[{""timestamp"":""2023-09-17T20:30:01Z"",""sampledValue"":[{""value"":""838179.437500"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""243.84"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""11.62"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
xhYfGvP0BHtYo02647T,"{""connectorId"":1,""transactionId"":76181,""meterValue"":[{""timestamp"":""2023-09-17T20:30:01Z"",""sampledValue"":[{""value"":""416591.062500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
No6UhCYZ6XFPcD7Vr8Sj,"{""connectorId"":1,""transactionId"":76196,""meterValue"":[{""timestamp"":""2023-09-17T20:30:05Z"",""sampledValue"":[{""value"":""1063510.250000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":1,""transactionId"":76242,""meterValue"":[{""timestamp"":""2023-09-17T20:30:03Z"",""sampledValue"":[{""value"":""4687925"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""252.58"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""50.61"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""4.76"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
Y1m1cuVPTWAMgxU5jpo,"{""connectorId"":3,""transactionId"":76240,""meterValue"":[{""timestamp"":""2023-09-17T20:30:05Z"",""sampledValue"":[{""value"":""2667144"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L3"",""value"":""249.37"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""50.35"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L3"",""value"":""4.98"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
fK9TE6k0g0zvHojHziO1,"{""connectorId"":1,""transactionId"":76256,""meterValue"":[{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""28.7"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Import"",""location"":""Outlet"",""unit"":""A""}]},{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""30.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Offered"",""location"":""Outlet"",""unit"":""A""}]},{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""30.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Offered"",""location"":""EV"",""unit"":""A""}]},{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""949040"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Energy.Active.Import.Register"",""location"":""Outlet"",""unit"":""Wh""}]},{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""1650"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Energy.Active.Import.Interval"",""location"":""Outlet"",""unit"":""Wh""}]},{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""2835.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Power.Active.Import"",""location"":""Outlet"",""unit"":""W""}]},{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""92"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""SoC"",""location"":""EV"",""unit"":""Percent""}]},{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""85"",""context"":""Transaction.Begin"",""format"":""Raw"",""measurand"":""SoC"",""location"":""EV"",""unit"":""Percent""}]},{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""98.4"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Voltage"",""location"":""Outlet"",""unit"":""V""}]},{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""104.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Voltage"",""location"":""EV"",""unit"":""V""}]},{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""26.4"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Body"",""unit"":""Celsius""}]},{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""30.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Outlet"",""unit"":""Celsius""}]},{""timestamp"":""2023-09-17T20:30:08Z"",""sampledValue"":[{""value"":""31.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Inlet"",""unit"":""Celsius""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":1,""transactionId"":76242,""meterValue"":[{""timestamp"":""2023-09-17T20:30:11Z"",""sampledValue"":[{""value"":""4687928"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
JJI2JRPv0Ni70ph0TDr,"{""connectorId"":1,""transactionId"":76237,""meterValue"":[{""timestamp"":""2023-09-17T20:30:12Z"",""sampledValue"":[{""value"":""354050.656250"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
7ciych81QtRgePvlKQf,"{""connectorId"":1,""transactionId"":76262,""meterValue"":[{""timestamp"":""2023-09-17T20:30:12Z"",""sampledValue"":[{""value"":""1206507.500000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
QS7YfTfE9J6d84RXbOg,"{""connectorId"":1,""transactionId"":76236,""meterValue"":[{""timestamp"":""2023-09-17T20:30:15Z"",""sampledValue"":[{""value"":""328232.250000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
YL8EnsHirwWngOclt8o,"{""connectorId"":1,""transactionId"":76222,""meterValue"":[{""timestamp"":""2023-09-17T20:30:18Z"",""sampledValue"":[{""value"":""848861.812500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
cQpmQASnlEATl2EnqlV,"{""connectorId"":1,""transactionId"":76203,""meterValue"":[{""timestamp"":""2023-09-17T20:30:19Z"",""sampledValue"":[{""value"":""213433.359375"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Z3qNOYCw5G5uosAzc,"{""connectorId"":1,""transactionId"":76226,""meterValue"":[{""timestamp"":""2023-09-17T20:30:21Z"",""sampledValue"":[{""value"":""540181.750000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Y1m1cuVPTWAMgxU5jpo,"{""connectorId"":2,""transactionId"":76127,""meterValue"":[{""timestamp"":""2023-09-17T20:30:21Z"",""sampledValue"":[{""value"":""2791285"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
fK9TE6k0g0zvHojHziO1,"{""connectorId"":2,""transactionId"":76260,""meterValue"":[{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""10.6"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Import"",""location"":""Outlet"",""unit"":""A""}]},{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""12.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Offered"",""location"":""Outlet"",""unit"":""A""}]},{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""12.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Offered"",""location"":""EV"",""unit"":""A""}]},{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""561490"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Energy.Active.Import.Register"",""location"":""Outlet"",""unit"":""Wh""}]},{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""510"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Energy.Active.Import.Interval"",""location"":""Outlet"",""unit"":""Wh""}]},{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""1044.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Power.Active.Import"",""location"":""Outlet"",""unit"":""W""}]},{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""99"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""SoC"",""location"":""EV"",""unit"":""Percent""}]},{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""94"",""context"":""Transaction.Begin"",""format"":""Raw"",""measurand"":""SoC"",""location"":""EV"",""unit"":""Percent""}]},{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""97.8"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Voltage"",""location"":""Outlet"",""unit"":""V""}]},{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""104.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Voltage"",""location"":""EV"",""unit"":""V""}]},{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""25.5"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Body"",""unit"":""Celsius""}]},{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""22.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Outlet"",""unit"":""Celsius""}]},{""timestamp"":""2023-09-17T20:30:20Z"",""sampledValue"":[{""value"":""30.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Inlet"",""unit"":""Celsius""}]}]}"
TCT5PdNA0J0Voy8wQ8,"{""connectorId"":1,""transactionId"":76220,""meterValue"":[{""timestamp"":""2023-09-17T20:30:21Z"",""sampledValue"":[{""value"":""517478.718750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
vEq4hfup6pA2M5ftlGh,"{""connectorId"":1,""transactionId"":76248,""meterValue"":[{""timestamp"":""2023-09-17T20:30:22Z"",""sampledValue"":[{""value"":""117448.460938"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
jfFW3BwLjAW3SbhC47Sz,"{""connectorId"":1,""transactionId"":76232,""meterValue"":[{""timestamp"":""2023-09-17T20:30:23Z"",""sampledValue"":[{""value"":""471698.156250"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
xFpiSfcIfU2O4q7d6BZ,"{""connectorId"":1,""transactionId"":76180,""meterValue"":[{""timestamp"":""2023-09-17T20:30:25Z"",""sampledValue"":[{""value"":""38531.988281"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
R8bT4rIIQR0a5qce,"{""connectorId"":1,""transactionId"":76241,""meterValue"":[{""timestamp"":""2023-09-17T20:30:26Z"",""sampledValue"":[{""value"":""340138.125000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":3,""transactionId"":75259,""meterValue"":[{""timestamp"":""2023-09-17T20:30:27Z"",""sampledValue"":[{""value"":""4753354"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
bjWsEOAKsx3p3wI5PUKr,"{""connectorId"":1,""transactionId"":76217,""meterValue"":[{""timestamp"":""2023-09-17T20:30:27Z"",""sampledValue"":[{""value"":""57959.511719"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
4PVny2D3sHenF8hs4Dx,"{""connectorId"":1,""transactionId"":76216,""meterValue"":[{""timestamp"":""2023-09-17T20:30:29Z"",""sampledValue"":[{""value"":""370477.937500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
3DgBCXm0cRF6t1nb54b,"{""connectorId"":1,""transactionId"":76195,""meterValue"":[{""timestamp"":""2023-09-17T20:30:29Z"",""sampledValue"":[{""value"":""525825.875000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
cocPpWdMprESdBtOQvGd,"{""connectorId"":1,""transactionId"":76151,""meterValue"":[{""timestamp"":""2023-09-17T20:30:30Z"",""sampledValue"":[{""value"":""353681.937500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":1,""transactionId"":74925,""meterValue"":[{""timestamp"":""2023-09-17T20:30:29Z"",""sampledValue"":[{""value"":""1024693"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
g2kzFWVTVeYApzfman8X,"{""connectorId"":1,""transactionId"":76214,""meterValue"":[{""timestamp"":""2023-09-17T20:30:31Z"",""sampledValue"":[{""value"":""206846.593750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":2,""transactionId"":73805,""meterValue"":[{""timestamp"":""2023-09-17T20:30:31Z"",""sampledValue"":[{""value"":""4949800"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Y1m1cuVPTWAMgxU5jpo,"{""connectorId"":3,""transactionId"":76240,""meterValue"":[{""timestamp"":""2023-09-17T20:30:36Z"",""sampledValue"":[{""value"":""2667155"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Yx2NKKodAwlXu0D2MnYM,"{""connectorId"":1,""transactionId"":76193,""meterValue"":[{""timestamp"":""2023-09-17T20:30:36Z"",""sampledValue"":[{""value"":""1130792.250000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ANyqeMnKegt9g8HyyLVT,"{""connectorId"":1,""transactionId"":76194,""meterValue"":[{""timestamp"":""2023-09-17T20:30:36Z"",""sampledValue"":[{""value"":""1078852.375000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":2,""transactionId"":74969,""meterValue"":[{""timestamp"":""2023-09-17T20:30:34Z"",""sampledValue"":[{""value"":""949424"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
GTGx9T0iHPveLr3MlYO,"{""connectorId"":1,""transactionId"":76211,""meterValue"":[{""timestamp"":""2023-09-17T20:30:40Z"",""sampledValue"":[{""value"":""188079.203125"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Y1m1cuVPTWAMgxU5jpo,"{""connectorId"":2,""transactionId"":76127,""meterValue"":[{""timestamp"":""2023-09-17T20:30:41Z"",""sampledValue"":[{""value"":""2791285"",""context"":""Transaction.End"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
aeRyDDriyNud1HAj3GQd,"{""connectorId"":1,""transactionId"":76202,""meterValue"":[{""timestamp"":""2023-09-17T20:30:42Z"",""sampledValue"":[{""value"":""793156.375000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
i88wOXXI2VdmWI0Pt3Kf,"{""connectorId"":1,""transactionId"":76221,""meterValue"":[{""timestamp"":""2023-09-17T20:30:44Z"",""sampledValue"":[{""value"":""605722.437500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Dn9RHfyDUuDdQPbfSrw,"{""connectorId"":1,""transactionId"":76213,""meterValue"":[{""timestamp"":""2023-09-17T20:30:45Z"",""sampledValue"":[{""value"":""343669.937500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Idf8ZhPJ3E1Y7fEqyrPA,"{""connectorId"":1,""transactionId"":76204,""meterValue"":[{""timestamp"":""2023-09-17T20:30:47Z"",""sampledValue"":[{""value"":""226757.218750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
P4Pb8AWcdpRjtrB9WvBq,"{""connectorId"":1,""transactionId"":76223,""meterValue"":[{""timestamp"":""2023-09-17T20:30:48Z"",""sampledValue"":[{""value"":""493373.468750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
2cBgXpZ22Il321iy01i,"{""connectorId"":1,""transactionId"":76198,""meterValue"":[{""timestamp"":""2023-09-17T20:30:50Z"",""sampledValue"":[{""value"":""320561.875000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
lFWsFpzKYec7buyfFG,"{""connectorId"":1,""transactionId"":76247,""meterValue"":[{""timestamp"":""2023-09-17T20:30:54Z"",""sampledValue"":[{""value"":""224532.843750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
gCw5x1MoQvUFj373WZjz,"{""connectorId"":1,""transactionId"":76225,""meterValue"":[{""timestamp"":""2023-09-17T20:30:56Z"",""sampledValue"":[{""value"":""507975.156250"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Btj2uxtSOY9hiMM7dUE,"{""connectorId"":1,""transactionId"":76219,""meterValue"":[{""timestamp"":""2023-09-17T20:30:56Z"",""sampledValue"":[{""value"":""482795.968750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
v4xsAsnZMFetYkxBDAWp,"{""connectorId"":1,""transactionId"":76229,""meterValue"":[{""timestamp"":""2023-09-17T20:30:58Z"",""sampledValue"":[{""value"":""380185.593750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
l5Us3JZIaTCetQpWLgx7,"{""connectorId"":1,""transactionId"":76178,""meterValue"":[{""timestamp"":""2023-09-17T20:30:59Z"",""sampledValue"":[{""value"":""219722.000000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
KSvJmLND5o6XPODao1VY,"{""connectorId"":1,""transactionId"":76234,""meterValue"":[{""timestamp"":""2023-09-17T20:31:00Z"",""sampledValue"":[{""value"":""838225.125000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
xhYfGvP0BHtYo02647T,"{""connectorId"":1,""transactionId"":76181,""meterValue"":[{""timestamp"":""2023-09-17T20:31:01Z"",""sampledValue"":[{""value"":""416593.062500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
rBe6iZGRlRQIB8Y5ODFe,"{""connectorId"":1,""transactionId"":76207,""meterValue"":[{""timestamp"":""2023-09-17T20:31:02Z"",""sampledValue"":[{""value"":""199464.468750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
No6UhCYZ6XFPcD7Vr8Sj,"{""connectorId"":1,""transactionId"":76196,""meterValue"":[{""timestamp"":""2023-09-17T20:31:05Z"",""sampledValue"":[{""value"":""1063543.750000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
fK9TE6k0g0zvHojHziO1,"{""connectorId"":1,""transactionId"":76256,""meterValue"":[{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""28.7"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Import"",""location"":""Outlet"",""unit"":""A""}]},{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""30.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Offered"",""location"":""Outlet"",""unit"":""A""}]},{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""30.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Offered"",""location"":""EV"",""unit"":""A""}]},{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""949080"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Energy.Active.Import.Register"",""location"":""Outlet"",""unit"":""Wh""}]},{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""1690"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Energy.Active.Import.Interval"",""location"":""Outlet"",""unit"":""Wh""}]},{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""2828.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Power.Active.Import"",""location"":""Outlet"",""unit"":""W""}]},{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""92"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""SoC"",""location"":""EV"",""unit"":""Percent""}]},{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""85"",""context"":""Transaction.Begin"",""format"":""Raw"",""measurand"":""SoC"",""location"":""EV"",""unit"":""Percent""}]},{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""98.4"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Voltage"",""location"":""Outlet"",""unit"":""V""}]},{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""104.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Voltage"",""location"":""EV"",""unit"":""V""}]},{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""26.4"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Body"",""unit"":""Celsius""}]},{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""30.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Outlet"",""unit"":""Celsius""}]},{""timestamp"":""2023-09-17T20:31:08Z"",""sampledValue"":[{""value"":""31.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Inlet"",""unit"":""Celsius""}]}]}"
